id	tweet	count
1458638930711097346	We'll be dreaming of #GenesisWorlds #Metaverse Mining Claim #NFTs. What about you? 💬	4
1458635470976405507	#SingularityNet and #Nunet will be a key technologies for #Metaverse $AGIX, $NuNet  https://t.co/eNWcEWLVfI	4
1458768110182449156	Attention Apes  Winners of our Twitter #NFTGiveaway competition have been finalised &amp; listed in our Discord   https://t.co/kGCLAlrhpu  Congratulations! 🎉 Winners make yourself known in Discord if your Twitter DMs are switched off!   22 Hours left to claim #NFTs  #P2E #Metaverse	4
1458720394697867265	$SHILL Trading Live Now on Raydium!📣 #ProjectSEED #GameFi #Metaverse  https://t.co/I0hNbGitXc	4
1458801900216856585	$XTM looks hot, bought in just under 1.60 USD it’s only 23 m market cap! #NFT #Metaverse  https://t.co/y29ibpA259 ✊🏽	4
1458929859951054850	🔹Big Ice Sword Monument🔹  #3dart #3dmodel #3drender #Blockchain #CryptoArt #CryptoVoxels #DigitalArt #Gamedev #Gaming #Indiegame #Lowpoly #Metaverse #NFT #NFTArt #NFTCommunity #NFTs #PixelArt #Play2Earn #TheSandbox #VideoGames #VirtualWorld #Voxedit #VoxelArt #Voxel  https://t.co/eeJrXyLQhK	4
1458801756750721025	Honorary team member today at @DefiLive_ - if you are attending make sure you say ‘Hi’ to one of the team! 🚀 @spectrum_search  #defilive #vabble @VabbleApp #blockchain #defi #metaverse #web3 @BlockchainMacca @JobsBlockhain  https://t.co/3MiLkDnTk8	4
1458663218184740867	Another day, another jumping puzzle!  All in the name of #POAP!  At @RadioAltcoin in @decentraland   https://t.co/dB4mgFxTtI  #Decentraland #metaverse  https://t.co/uVLBItrRhT	4
1458785711029641222	"My favorite #tokenomics so far:  1. @The_Real_Nuke_ $NUKE #nukewars ""Nuke taught me math.""  2. @CentricRise $CNS $CNR #CentricWarriors ""Centric taught me finances.""  Take a deep dive into these 2 projects! ___ #BSCGem #BSC #Crypto #play2earn #Metaverse #BlockchainGaming #Finance"	4
1458801716263063552	Guess where we are??  San Diego baby! 🤙🏼 These lovely women did not consent to being on camera so we blurred their faces. Also, G0d only knows how old they are. May the father, the son and the Holy Spirit be with us today boys 🙏🏼  #nft #metaverse #dao #crypto #eth #art #Polygon  https://t.co/JHbHV7EQlY	4
1458800552570077185	Taiwan Creative Content Fest 2021 #metaverse  https://t.co/n5ztnZ7rxi	4
1458657454368059394	✨@heroes_td TO CREATE A FANTASTIC TOWER DEFENSE STRATEGY #GAMEPLAY💰🎮  🔺A virtual world for #players to both entertain and #earn profits💪  See full article 👇  https://t.co/hww2xPKMsF  #HeroesTD $HTD #GameFi #Metaverse #DeFi #LiveTrade #NFT #game  https://t.co/ZpCkkcrKyW	4
1458657235060629510	Let's grow together so that we can get bigger and bigger.  #shiba #shibainu #Bitcoin #BTC $btc #Kishu $Kishu #ShibaArmy #NFT $NFT #dogecoin  #NFTCommunity #KISHUARMY #Metaverse #Meta #Bnb $BNB #cryptocurrency #Ethereum #ETH $ETH #BabyDoge #BabyDogeCoin #Giveaway $Floki #floki	4
1458664028033765379	Since our #CryptoDash alpha release, @Noximus5 has quickly become our resident in-game photographer and has captured some cool close-ups!  Now if he could just focus on winning for once 🤦🏻‍♂️😂 NGMI  #NFTs #PlayToEarn #NFTGaming #Metaverse #Solana  https://t.co/gPuwfKM1ot	4
1458813863747461124	📲#AMA with our leading ex-marvel artist #PatLee &amp; God Temple's #CEO Justin 🦸🏻🦸🏻‍♂️  ⏰Time: 19Nov (Fri), 12:00p.m UTC time 🎁Reward: 3,000 MYTH$ pool prize 📍Join  https://t.co/Ovi3WwUrDE 📝Fill the form:  https://t.co/8Lt3iw9LW0    #AMA #DeFi  #Crypto #NFT #Gamefi #P2E #metaverse  https://t.co/VUDjzLHPPz	4
1458798524691267586	📢Public Announcement:  🐼I will be talking Live from the planet Pandataga ‼️  😱Join the Discord to get the latest news:  https://t.co/j9hB6yByhW  🗓️Mint Start Dec 4th 💎  #nftairdrop #nft #crypto #solana #metaverse  https://t.co/d99KoPn2Pi	4
1458714954865934341	The whitelist @NFTBomb is released, one boom again!  #NFT #Metaverse    https://t.co/6nHF1XjSUN	4
1458899980303822900	Make NFTs, not war. Especially Chain Catz!  #NFT #ETH #ChainCatz #Metaverse  https://t.co/7iWvVW5Wl6	4
1458868872602427393	@CurrencyJade @gate_io @decentraland @CoinMarketCap $JADE will change the crypto industry with precious gem #marketplace and #metaverse #gt #bsc  https://t.co/VzS6VezYMN	4
1458758700689244163	@RhinoCapital_ @decentraland @dfinity @VulcanForged @StarLinkETH @vEmpiredigital @staratlas @WAX_io @CEEK @ultra_io @WemixNetwork @bloktopia @YieldGuild It does indeed seem like we are on the brink of a blockchain innovation explosion.  @StarLinkETH has positioned itself ahead of competitors by incorporating Scott Brown's Warp Nexus project into their #metaverse.  Where other projects will take years, $Starl will take months.  https://t.co/B3A105nNi6	4
1458825274804604929	I already feel like a multi millionaire. Every day i see more and more #nft and #Metaverse awareness across multiple mediums. I truly believe #veve will be the leader in this space, and with the collections us early adoptors are amassing right now... Can't tell me nothing 😤💯🚀	4
1458896795812171788	We're still here and having fun, come chat! #GenesisWorlds #Metaverse #GAME #GAMEcredits  https://t.co/6xCAaoXrZA	4
1458645660303966212	Did you know that $AAA @moonrabbitAZ has a deflationary economy? 🚀🚀  Each transaction 🔥🔥burns 🔥🔥part of $AAA ensuring a deflationary pressure  #Meta #Metaverse #crypto #NFT #BSCGems #BSCGem #100xGem #100xCoin #defi #web3 #longevity	4
1458758946936832001	People can share various content cultures, experience cultural benefits, and share mental and physical satisfaction with BTS Chain.  #BTSC #Entertainment #Blockchain #NFT #metaverse #blockchain #crypto #investment #technologynews  https://t.co/Zx7iDsFPsg	4
1458738500547846144	What is the #metaverse equation?   #IoT #Cloud #AI #Cyber #Physical #Systems   Moving from CPS to C2P2S2: Cognitive Cyber Predictive Physical System of Systems  @hipeac @HCLOUD_Project @CnectCloud @NGIoT4eu @NetTechEU @digitalEU #computingcontinuum #Meta @Martel_Innovate  https://t.co/oK5kvHkc9q	4
1458730996556173312	$CISLA is on  🔥🔥  Don't say I didn't tell y'all about this opportunity  Join @CryptoIslandInc and be a co-owner of #CryptoIsland 🏝️in the Bahama's🇧🇸 #CISLA  #Metaverse also coming LFGOOO 🔥🔥  #BSC #BNB #BTC #cryptocurrency #Crypto #Binance #BinanceSmartChain  https://t.co/fseZA6wnC0	4
1458830304907603971	Y’all ready👀? It is only 2 days to the #BlockchainEconomyExpo 🚀🚀🚀  Get your ticket:  https://t.co/qV2GlQr6Cd  #Expo2020Dubai  #bitcoin  #Blockchain #crypto #nft #defi #metaverse  https://t.co/ytgFhvEShV	4
1458724239608057857	@anndylian @InuKishu #Tenshi will be an important role in #kishu #metaverse   #gamefi #playtoearn  https://t.co/HbcdPsNcT4	4
1458864140802420737	In the future, we need to have rights to the data in our brains. I’m watching @kentbye describe neuro-rights. Mind.Blown. #awe2021 #xr #metaverse #ethics  https://t.co/h7wN7a1n75	4
1458709141833146376	#CryptoIsland🏝 ( $CISLA )  The first #cryptocurrency that start a community, will Co-own private island⛱ @CryptoIslandInc #Cisla1000x #CislaArmy #Metaverse  https://t.co/sm3XxL7KTW	4
1458775887864746000	Thankyou @JOJOMetaverse and @Fate_Origin for the cute airdrop  And I get the pretty number too 😍  $jojo #metaverse  https://t.co/2SfPfiYMiy	4
1458783450060582912	Join us tomorrow night as we talk all things NFT, our #8SIAN Museum in the Metaverse, and @MrHikeArt’s inspiration behind 8SIAN’s artwork.  #TwitterSpaces #NFTCommmunity #AMA #Metaverse #nftart #Nft    https://t.co/l9P2jIJo68	4
1458796906591752203	What's up Future Millionaires, Let's talk about the Future of the #Metaverse. The total global market value is expected to reach 280 Billion by 2025.  Gaming, Business Communications, and Advertising will be worth 82 Billion of that according to sources! #CryptoGaming	4
1458778472915030022	The Metaverse For Authors And Publishing. Web 3.0, VR, AR, And The Spatial Web  https://t.co/LqWJHp08Mm #Metaverse  https://t.co/ezx48lVpjF	4
1458791390675046406	Token report for November 11, 2021!    $AXS $DPET $MIST $SLP $SAND $SKILL #playtoearn #blockchaingames #P2Egaming #P2E #metaverse  https://t.co/UFaHC98PBb	4
1458614684240826372	Truth hurts sometimes..  $SPLINK #AxieInfinity #Meta #gaming #Blockchain #cryptocurrency #Metaverse  https://t.co/1i5eOFoTYP	4
1458696719433011201	 https://t.co/qKxkB8qSc7 for the safety of the Metaverse.  #cyberattacks #security #cybersecurity #MetaSpatial #Metaverse #Blockchain #cryptocurrency #Crypto #shiba #coin #securityservices #domains #domainname #domainforsale #SECUREDSHIP #Trending #thursdayvibes #domain #Block	4
1458831597680087043	@MMCrypto Big Floki and $Inari fan. @TokenInari has a MC of 8 million!  Launch #metaverse -gamified social network-  any moment. Buyback wallet holds 120 ETH as an dump insurance #followthefox #mmo #p2e #blockchaingaming $shib $doge  https://t.co/QzTkVfOgZB	4
1458837249412374538	We along wth our #DiversityandInclusion coalition @CyberXR remain @ d front &amp; center of the #Safety #privacy #trust and responsible innovation to bring key stakeholders together &amp; create accountability 2 build #standards &amp; #ethics @ARealityEvent  https://t.co/w72dQZfwTL #Metaverse  https://t.co/U8OR2w0MGl	4
1458778354035875843	Need some help with Jewel Crafting? All recipes and upgrades in the video.  https://t.co/wQAvP7THMB  #earth2 #Metaverse  https://t.co/7JuGjkD8eW	4
1458617298369986561	#Microsoft and #Meta have reached a partnership to integrate Microsoft Teams, a #Metaverse related product, with the Workplace platform	4
1458737754796400641	.@Independent features @profbenford explaining what we need to know about the #Metaverse @UoNComputerSci @TheOfficialMRL @HorizonDER    https://t.co/FSH8yJKiEb	4
1458613462083379206	Disney plans to be a part of #Metaverse .  https://t.co/O8dbzLk1nT	4
1458860885754191876	Exciting time !! #Metaverse #NFT #Music #Artist	4
1458773721431298051	@MMCrypto Everything is a possibility   The moon is just a base @CocktailbarCOC is going to explode the scene of the #metaverse  Bar with #VR experience with real profits going back to $coc holders  Straight moonshot low mc gem 💎   $mana whats up $sand  https://t.co/QEGRv5BVXY	4
1458735022542888967	The launch will be announced very soon and  you don't want to miss it.  Stay tuned👀 @TronBattleAngel  #BattleAngels #NFTs #NFTarts #NFTCommunity #nftcollector #NFTAirdrop #NFTartwork #metaverse #TRX #TRON #TRONICS  https://t.co/eGG4B07zHz	4
1458758178385145859	@RhinoCapital_ @decentraland @dfinity @VulcanForged @StarLinkETH @vEmpiredigital @staratlas @WAX_io @CEEK @ultra_io @WemixNetwork @bloktopia @YieldGuild It does indeed seem like we are on the brink of a blockchain innovation explosion.  @StarLinkETH has positioned itself ahead of competitors by incorporating Scott Brown's Warp Nexus project into their #metaverse.  Where other projects will take years, $Starl will take months.  https://t.co/nGBghMk7XL	4
1458715152518373379	L1 @PhantasmaChain $soul #Metaverse ready and ahead of the game.#metaverse it's a swift race. You can still catch  up with those who have been building years before this #nft hype. unique smart nft tech is unrivaled and multiple#playto Earn games  imminent.just give it a try.DYOR	4
1458827435525480449	🚨🚨MOST EPIC DROP ALERT!!🚨🚨  3 HOURS TO GO🚀🚀🚀  #METAWALLS takes #StreetArt into the #Metaverse  At 7pm UTC we go live with our first fractional #CoNFT sale🥳  Until then, head to  https://t.co/tIsH96u9G6, retweet &amp; tag friends to help us share #NFT!   #NFTdrop #NFTcollector  https://t.co/GZ2pgWBSY2	4
1458916958750060548	@tommag127 @cryptomanran @PhantasmaChain @cryptomanran Bonus features, @PhantasmaChain is interoperable w/ ETH/NEO/BSC, 5k tps w/ infinite scalability w/ side chains, is carbon neutral-soon to be certified carbon negative 🌱 thx to @SPE_Token_BSC.  Ready for the #metaverse, ready for the masses.   https://t.co/r4KjjFc1Nn	4
1458735362210091010	Become the True King of Atlantis: The Arena  Join @atlantis_TW and take your GameFi experience to the next level  #Metaverse #Gamefi #PlaytoEarn #DeFi #NFT @WeeHODL @Lipspa1 @PancakeSwap @news_of_bsc @TheBinanceNFT  https://t.co/SSvM8XuF4E	4
1458827802459967498	An interactive 3D #SocialFi #Metaverse on #cardano ~ @NftTik —  🚀 and I'm bullish 💯 On the #CloutVerse   $YCT Staking and Farming up to 760% APY are also in line This may take a leg-up anytime⚡️⚡️	4
1458793783873708032	$senso $5 coming   Undervalued 💎#metaverse  https://t.co/fRipwLKRXh	4
1458733725915615236	"""...users will soon be able to move assets between ICON and partner blockchains, including Moonriver, NEAR, Binance Smart Chain, Polkadot, Acala and more""! #Interoperability $RFOX $ICX $VFOX #Metaverse #VR ✅⚡️💪"	4
1458896331154538502	Soon the egg will break. 🐣 🦹‍♂️👩‍🎨👨🏽‍🚒🧑🏿‍🚀🤵🏽‍♂️ #metaverse #nft #crypto #cryptonft #opensea #Solana #BTC #nftcommunity #nftdrop #nfttürkiye #nftgiveway #nftart #nftartist  #MATICNetwork #kriptopara #NFTGaming #nftcollector #NFTBOOKS #nftgallery #nftnews #nftphotography #pixelart  https://t.co/pkyfwEFjfF	4
1458689704421781506	Guys! Shill me the next 100x gem!💎🚀 #altcoin #memecoin #metaverse #nft	4
1458685799520559108	What's the hype around 'Metaverse'? @AIatMeta @SpirosMargaris @Ronald_vanLoon @DeepLearn007 @nigewillson   #Metaverse #Facebook #Meta #ArtificialIntelligence #technology   https://t.co/AqqyMWJF6m	4
1458895168564867076	I'll say that again. Metaverse Marketing is the new Digital Marketing.  if you don't see that yet you are way behind as a marketer  #digitalmarketing #metaversemarketing  #metaverse #metaversegames #marketing	4
1458918172409610243	$SOUL volume it's absolutely awesome right now  NOT EVEN ON CEX TIER 1 ; NOT AT ALL PROPAGANDA PLAN ; NOT A SHILL FROM BIG CT   Can you image what's next once serious lighting goes to @PhantasmaChain ?   #GameFi #Ethereum #NFT  #Metaverse  #BSC  #PlayToEarn	4
1458866069532295170	@gate_io Hey, The Mem chapter is over, update yourself, the #metaverse chapter. $STARL #Metaverse  Storms is coming...  https://t.co/eGQrWEuDUs	4
1458736009953349634	Hey YouTube I am back!🔥  It's been a while since my last official video but I promise it was time well spent!   The scope of my content will be much broader with all the newfound knowledge and experience in the NFT #Metaverse! plus I have an editor now!   https://t.co/p7WGNeONHk  https://t.co/Ub0dMwheAz	4
1458826276408475648	🚨Community Call in 5 Minutes! Join the Discord📢  https://t.co/43YHceSo2x  #Metaverse #NFTs #NFTCommunity  https://t.co/ePoH5c29FG	4
1458836554286354433	@BNBSwap @dogebonk_token because of community. We just bonkin, BOONKIN a lot. BTW 21k holders in 2-3 weeks... Do the math where we can be in 2022. $dobo #dogebonk #metaverse #ALTSEASON #BONKSEASON #memecoins #MexicoGP #Bitcoin #BTC #eth #LOWMC #BNB  https://t.co/Ryb0tsPmV0	4
1458736278476926976	Deep Vision #00846  #DeepVision #DeepVisionAI #CNFT #CNFTs #Cardano #CardanoCommunity #NFT #NFTs #NFTArt #AI #ArtificialIntelligence #DigitalArt #Metaverse #VQGan  https://t.co/Mz8EVg6WiG	4
1458842446285221893	Big news this week from @the8thwall @NianticLabs @Qualcomm @unitygames and @weta_digital on #Metaverse #AugmentedReality #technology    https://t.co/XoQvbdYPeA	4
1458916314903363585	#MarkZuckerberg #GaryVee #Metaverse #Meta Just got finished watching this. I find it hilarious how many times @garyvee interrupts mark. But I think we should be asking bigger questions…Like is merging humanity into augmented reality safe and sustainable for peoples mental health  https://t.co/Ax7kmUbqFK	4
1458919238815531015	@Eljaboom $VRA is gonna to be HUGE 🔥🚀💎   ✅ Top UseCase 🛠 ✅ #Metaverse ready🔮 ✅ eGaming Platform 🎮 ✅ Patented #ProofOfView (PoV)💎 ✅ PoV can verify #NFT's ⚡️ ✅ PoV solves $160B Ad-Fraud 📺 ✅ Big Partnerships 👑 ✅ 25.5% Staking💰 ✅ On 214k people's watchlist 👀  #Verasity #VRA  https://t.co/BYfDuLAOY3	4
1458729304724893697	We’re thrilled to be featured on @CryptoAmb! 🎉  Read about our partnership with one of the biggest stars in the #NBA right now, @kylekuzma 🔥   https://t.co/k6qEjoyeS9 #Metashoes #SpaceRunners #Nft #metaverse	4
1458734423310888964	$BLOK whales acumulated hard ive been checking the transactions. #Hodl a big pump incoming.  #metaverse #blok	4
1458872393007513606	If you know... you know   #MultiVAC #MTV #SmartContracts #DeFI #dApps #NFT #GameNFT #GameFI #BlockchainGaming #blockchain #Metaverse	4
1458677034150858752	$1BOX is officially listed on @ZB_Group and it's ready to go to the MOOOOOOON!✨✨🚀🚀🚀🚀🌕  Thank you for all the support for the success of our project!🤩🥳  Check out our webiste👉 https://t.co/LK1U91tHkM  #listing #NFT #metaverse  https://t.co/4YOBF3e2zB	4
1458832869565112329	What does it mean to be a @SomniumSpace citizen?  You get a free ride, even if you are an alien!! 👽💫🚦🏎️  #metaverse @ImmaDegen  https://t.co/zq6QS6jQ2J	4
1458676244241735683	🏛️Like we‘ve said, we’re going to the MOON Check out the video about our journey to the🌕  https://t.co/9hw4lkujGy  Look at the proof: @kucoincom  #MetaChain #MetaCity #Blockchain #Metaverse #DAO #BOSAGORA #ESG $BOA  https://t.co/Trx5VHDcMo	4
1458833905704964096	"Breaking #OpenSource Slam Dunk News  sidenote Clifford von Wickler would be proud  from #analog pencil &amp; paper to virtually $SAIL &amp; use your #GSAIL #NFTs in #Metaverse while in another $SOL Metaverse ""legacy"" #stockmarket (#hasbro) will NOT mind takeover industry (#MiltonBradley)"	4
1458698012662943744	The #metaverse will result in a new form of digital commerce: #iCommerce and its impact on #marketing will be huge. Brands need to explore immersive experience to build #loyalty in the metaverse – by @VanRijmenam  https://t.co/0mu40WWwQH  https://t.co/qf3AtzOEQt	4
1458897992631697411	$BFK ARMY   WE HAVE JUST MINTED, BOUGHT, AND SUCCESSFULLY SOLD OUR FIRST NFT ON OUR MARKETPLACE!   LAUNCHING SOON!  STAY TUNED  #NFTs #NFT #gaming #trading #binance #metaverse	4
1458855179676180480	How Aimedis supports geriatric care in hospitals to improve senior healthcare efficiency  https://t.co/5mrjeHxtmZ #Aimedis #AIMX #AIMXtoken #token #Blockchain #AimedisNFT #NFT #Non-Fungible-Tokens #ehealth #healthcare #IDO #IEO #metaverse #AI	4
1458609714435174400	🚨@Grayscale bought $49,200,000 in #Decentraland $MANA Crypto that is used in the leading #metaverse of Decentraland. #MANA will only increase in price.  https://t.co/diIe8C8g1Z	4
1458856663306362890	Our Russian YouTube Influencer here #shibanarium #Shibatoshi #Metaverse #bsc #BSCGems #BSCGem #bscgemsalert #Binance #BinanceSmartChain #btc  https://t.co/D9kjwmOSmY	4
1458675551737057287	What is the ultimate destination for meme coins? 🐱  That's right here in Savaverse (savannah+metaverse)  #Metaverse #CATE #savannahcat #memecoins #play2earn #NFTGaming #AirdropCrypto #cryptocurrencies  https://t.co/uodCHGeupu	4
1458625827747205127	@alpacadabraz Which beauty Alpaca come to meet my handsome guy 797:I love beauty Alpaca &amp; Cigars  #NFT #NFTs #opensea #Metaverse  https://t.co/LDNfyewOgx	4
1458624679967608833	"Wow James Harden Has An Island In The ""Next Earth"" Metaverse?  https://t.co/56Ugk73MF5 via @YouTube I can’t wait to see what the metaverse brings… @JHarden13 @NextEarth_  #NFTs #blockchain #altcoins #nftart #Crypto #cryptocurrency #nextearth #Metaverse"	4
1458740031540150278	💫@RaydiumProtocol will list @ProjectSeedGame - $SHILL  ♦️@ProjectSeedGame - #GameFi #Metaverse Ecosystem that includes Game Hub, GameFi, #DAO, #Esports and Growth Program  Get started:  https://t.co/AHArSvEojG #SOLANA $SOL #solszn #Solanaszn #SolanaSummer @solana  https://t.co/sD0LRHwA08	4
1458832188930236424	We're up and running on @telegram!  Join our groups to stay up to date with the latest news and ask any questions about #OuterRingMMO  EN  https://t.co/VqKINxaUl5 ES  https://t.co/gZwQyqyGGQ  #telegram #metaverse #videogames #blockchain #PlayToEarn #PlayerDrivenEconomy #crypto  https://t.co/3zto4xJyiC	4
1458805378980921365	Updates: $Shiryo devs have hinted at an exchange announcement SOON ( #Saitamask ?)....  #WSB just joined the #WOLFPACK  100 YouTube influencers are lined up to promote, ....our marketing wallet has over $2mil.....  #FOMO NOW 🚀🚀 #ShiryoInu #metaverse #cryptogaming  https://t.co/R9Y8bBuall	4
1458610492340150272	 https://t.co/W14zMDnK1P $3,900  Premium #Domain For Sale @Undeveloped   #blockchain #Cryptoexchange #investing #Binance #BigData #cryptocurrency #IoT #link #fintech  #Bitcoin #invest #insurance #finance #funds #coin #bitcoinnews #Crypto #trading #tokens #DeFi #NFT #AI #Metaverse  https://t.co/byTXHednYm	4
1458726079691112454	🗓️ 18th NOVEMBER 🚀 😎 Don’t miss $TITA IDO on:   🐶@TheDaoMaker  🎮 @GameFi_Official    🐂Bullish AF again ! ❤️‍🔥  #TitanHunters $TITA #GameFi  @Titan_Hunters #DAOMaker #metaverse #free2play  https://t.co/vzKhvNbI9X	4
1458609727571640321	@Metamaterialtec’s CTO Dr. Jon Waldern speaks about their #NanoWeb tech &amp; the application to A/R #AugmentedReality. Their ability to integrate INTO the lens; prescription, dynamic &amp; electrochromic. From today’s @ARealityEvent. #GoBeyond #Metaverse #TheOriginalMeta #AWE2021 $MMAT  https://t.co/kCEbGpRy2E	4
1458901355704242178	Have a listen to #SuperWorld 🌎❤️ Co-Founder and CEO @HrishLotlikar on the @JoneyTalks Podcast and learn how we're building a better world IRL through the #metaverse!   #NFTs #socialimpact #crypto #AugmentedReality   https://t.co/mO9ZByK2Og	4
1458697483467567105	 https://t.co/iLJg8YTWsr has been sold for 30k, I have  https://t.co/11sSN8w67Y 🍀🍀🍀 @FacebookDE @Meta #domains #Metaverse #Decentraland #Meta #NFTs #metanfts #NFTCommunity #NFTcollectibles #NFTshill #Ethereum #ETH #	4
1458777521814749184	Where are all the #WomenInCrypto   You should be all over the @shartoken  First #memecoin Created by women, wait its not a meme it just starts this way.   #metaverse and #nfts coming soon CEX listing imminent, Audited and passed 100%  Now its time 🚀🚀🚀  #SHARPEITO1BILLION	4
1458834404617433092	Announcing the first #Mμon Community Call 📞  Join co-founder @lafachief for an open session to chat all things $MUON &amp; empowering the #Metaverse!  $350 up for grabs💰:  https://t.co/QoVsEu40Iv  🗺️  https://t.co/z943EE9u1d 🗓️ Mon, Nov 15th 🕠 5:30pm CET | 4:30pm UTC | 8:30am PST  https://t.co/EDXWkq6d3x	4
1458728965607239681	@Fredlambo1234 @BlockbotsNFT is the next big #P2E game 🦾   Come check out the #botfam and join the #Metaverse takeover 🍉   Check us out on Discord and share in some 🍉🍉🍉  https://t.co/cY8HKZpL8p	4
1458817083299532805	The blockchain is a technology that has all the characteristics to be able to revolutionize the governance of smart cities and why not with the use of NFT and Metaverse #smartcity #NFTs #Metaverse  (Photo by Benjamin Suter)  https://t.co/ECWqdTt1PC	3
1458652030608814084	@TUGAYAKIR1 @BenTodar @MoonNation0 Mng is coming...in December and coming to be the best...last tickets and departure, take your place on our spaceship.🚀💯🔥 $MNG @BenTodar  @MoonNation0  #Metaverse #BlockchainGaming #PlayToEarn #GameFi #NFTGiveaway	3
1458841891647234065	How NFTs Are Helping Us To Create A Better (A Super?) World with Hrish @superworldapp #NFTs #NFTCommunity #Metaverse #Superworld. Thanks again Brian @wealthtender to put us in contact :)  https://t.co/RXZncmFf90	3
1458766384872239107	11/11 Make a Wish! Put out those positive vibes.  You can manifest the reality you desire.  $myobu   $ufo $saita #gamefi #PlayToEarn #Staking #Metaverse #GameNFT #blockchain #SHIB #flokiinu	3
1458712069084102658	@CryptoRedempti1 Don't miss this $MONSTA dip. they just launched the first #Metaverse #GameFi project in space and it will be #PlayToEarn #NFTs. Freaking epic.  Learn about them at:  https://t.co/h8aubnls4s #Cakelombos #1BillionMcapIsProgrammed  #TheBeastOfBSC  https://t.co/SaNkwmkGEC	3
1458833981458186240	Grab One Word #Domains on SAV auction for $10.   https://t.co/n7FOiRicY0    https://t.co/mBQeXXJtwC   https://t.co/eLxBJZCpMM   No Reserve.   #domainsforsale #NFTs #metadomain #rebranding @xyz #Metaverse #startup #startupidea #startupnames #businesstips #ecommerce #AliExpress1111	3
1458788755863707649	$MC  About to explode  #Metaverse / @MeritCircle_IO  https://t.co/jeO6z8Hirk	3
1458748568022487042	#ethmeta looks interesting. Follow the money #jreknew secure transactions! #metaverse	3
1458892400131284998	$XTM @torum_official #SocialFI 🔥 AND AND AND #Metaverse 🔥  https://t.co/yeBx1rsNjk	3
1458691123325644806	"#Metaverse ""Hey, Facebook, I Made a Metaverse 27 Years Ago. It was terrible then, and it’s terrible now."" A really interesting article by  Ethan Zuckerman  https://t.co/qWuHIyPSWh"	3
1458834130423197700	Amazing news! The Renovi team will be in Cyprus at Blockchain Fest - Thursday 2nd of December. Don't miss to meet our co-founder Adonis Zachariades who will be presenting about the Metaverse and Renovi. 😁 @blockchain_fest     https://t.co/ilJUDgPi22   #Metaverse #NFTs	3
1458774614297952264	Catch-22: there are so many attractive investment possibilities. This from a a preconceived notion that #GameFi is on the verge of adoption. They say last phase of market cycle. I say okey, but I ask maybe gaming supercycle? $RFOX $OVR $RNDR #Metaverse	3
1458718658281234435	Be a part of #Decentralized storage for the creator economy ! Join #Bluzelle's amazing #Telegram 📱community comprising of members from all over the world🌍  &amp; share ideas in a creative atmosphere !👽   https://t.co/4Riv4XHr38 @BluzelleHQ   $BLZ #Crypto #DeFi #NFT #Metaverse #BTC  https://t.co/wUMHxLZB56	3
1458861291079184390	The #metaverse is a place for all of us.  https://t.co/ABkrKVJLxQ	3
1458835437313658882	@XRPLPUNKS @thebearablebull @jordannharryy Awesome AMA session. Its nice to dream that maybe one day #Xpossum could join the #Metaverse in the furture on the #XRPLedger.	3
1458635773884907523	"$MANA's @Decentraland #Metaverse, u are in the right place at the right time ;-) #Metaverse is the next huge thing on the internet.  ""Now Disney's $DIS Going in on the Metaverse Too Move over Epic, Microsoft $MSFT, Meta $FB, Roblox $RBLX &amp; everyone else""  https://t.co/yVd9KVEsk4"	3
1458656073519448064	We love every last one of you 👇🏻 &amp; more #Useless #RevivalDeFi #dogecoin #Floki #Dogecoinarmy #Flokiinu #BSCGems #bscgem #Shiba #altcoins #altcoin #Shibainu #BTC   #FlavorsBSC #crypto #altcoinnews #cryptocurrency #cryptocurrencies #xMooney #metaverse #SHIB #ETH keep crushing it!!!  https://t.co/xYiTl9pLCR	3
1458733763161116672	I want to Create an #metaverse Clone and call it #hackerverse   Something Like the #darknet but with light switches on   Anybody wants to Join? #infosec #hacker #hacking	3
1458806111780306946	 https://t.co/ZP1nraBT7m official launch!  #Battleofgods #Metaverse #FrogDogGames #UnderGods #chosenone #becomeagod #NFTGame #BlockchainGame #Board2Block #NFT #NFTnomics #NFTart #Tokenomics #phantasma #ghostmarket  https://t.co/woqMmACWJz	3
1458917459310825472	💰💰Teen Artists Are Making Millions on NFTs.💰💰  💣💣Don't miss out!!! $AAA @moonrabbitAZ🐰🐰  #Meta #Metaverse #crypto #NFT #BSCGems #BSCGem #100xGem #100xCoin #defi #web3 #longevity	3
1458854300109574145	Even pops knows its wise to invest in $EVCOIN   #Everest #EverestFamily #EverestCoin #NFTGaming #metaversegame #Metaverse #Yeti #babyyeti #NFTMarketplace #DYOR  https://t.co/CFMX7321j0	3
1458758005294469124	Inner Monsters - Head B O N K  Bonk! bonk! bonk! My head hurts...  @EnterNFT $NFTART #EnterArmy #ENTERART #NFTART #EnterShillGang #NFTS #EnterNFT #CRYPTO #Metaverse  #DeFi #ETH #BSC #NFTCommunity #BTC #BNB #BSC #KuCoin  https://t.co/IPJe9IGJSm	3
1458725604933570560	Did you know?  With digital assets space growing not only in market cap, but also in the diversity of digital assets (#NFTs, #Metaverse, etc.), Onchain Custodian is primed and ready to support all your custody needs regardless of the digital asset type   https://t.co/HGuX2uLqi2  https://t.co/IM08Xyo4Tj	3
